DSA,0,randomMaxDisCSP_1577272024016,random_Max-DisCSP.xml,20,1,1,2,1,0.2,1,0.1625,0,491,398,8376,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272024016,random_Max-DisCSP.xml,20,1,1,2,1,0.2,1,0.1625,0,267,3,1572,676,-1,null,0
MGM,0,randomMaxDisCSP_1577272024016,random_Max-DisCSP.xml,20,1,1,2,1,0.2,1,0.1625,0,409,800,25016,222,0,null,0
DSA,0,randomMaxDisCSP_1577272027223,random_Max-DisCSP.xml,20,1,1,2,1,0.3,1,0.2875,0,464,398,8392,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272027223,random_Max-DisCSP.xml,20,1,1,2,1,0.3,1,0.2875,0,288,3,1572,676,-1,null,1
MGM,0,randomMaxDisCSP_1577272027223,random_Max-DisCSP.xml,20,1,1,2,1,0.3,1,0.2875,0,487,800,25016,222,0,null,0
DSA,0,randomMaxDisCSP_1577272030681,random_Max-DisCSP.xml,20,1,1,2,1,0.4,1,0.405,0,498,398,8376,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272030681,random_Max-DisCSP.xml,20,1,1,2,1,0.4,1,0.405,0,269,3,1572,676,-1,null,0
MGM,0,randomMaxDisCSP_1577272030681,random_Max-DisCSP.xml,20,1,1,2,1,0.4,1,0.405,0,457,800,25016,222,0,null,0
DSA,0,randomMaxDisCSP_1577272034118,random_Max-DisCSP.xml,20,1,1,2,1,0.7,1,0.652499999999997,0,576,398,8400,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272034118,random_Max-DisCSP.xml,20,1,1,2,1,0.7,1,0.652499999999997,0,287,3,1572,676,-1,null,1
MGM,0,randomMaxDisCSP_1577272034118,random_Max-DisCSP.xml,20,1,1,2,1,0.7,1,0.652499999999997,0,495,800,25024,222,0,null,0
DSA,0,randomMaxDisCSP_1577272037810,random_Max-DisCSP.xml,20,1,1,2,1,0.9,1,0.882499999999992,0,508,398,8384,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272037810,random_Max-DisCSP.xml,20,1,1,2,1,0.9,1,0.882499999999992,0,298,4,1795,676,-1,null,1
MGM,0,randomMaxDisCSP_1577272037810,random_Max-DisCSP.xml,20,1,1,2,1,0.9,1,0.882499999999992,0,516,800,25024,222,0,null,0
DSA,0,randomMaxDisCSP_1577272041386,random_Max-DisCSP.xml,20,2,1,3,1,0.2,1,0.213333333333333,0,696,1194,25128,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272041386,random_Max-DisCSP.xml,20,2,1,3,1,0.2,1,0.213333333333333,0,270,9,4716,676,-1,null,1
MGM,0,randomMaxDisCSP_1577272041386,random_Max-DisCSP.xml,20,2,1,3,1,0.2,1,0.213333333333333,0,679,2400,75048,222,0,null,0
DSA,0,randomMaxDisCSP_1577272047040,random_Max-DisCSP.xml,20,2,1,3,1,0.3,1,0.289166666666667,0,712,1194,25160,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272047040,random_Max-DisCSP.xml,20,2,1,3,1,0.3,1,0.289166666666667,0,255,9,4716,676,-1,null,1
MGM,0,randomMaxDisCSP_1577272047040,random_Max-DisCSP.xml,20,2,1,3,1,0.3,1,0.289166666666667,0,752,2400,75048,222,0,null,0
DSA,0,randomMaxDisCSP_1577272052827,random_Max-DisCSP.xml,20,2,1,3,1,0.4,1,0.410833333333336,0,694,1194,25144,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272052827,random_Max-DisCSP.xml,20,2,1,3,1,0.4,1,0.410833333333336,0,270,9,4716,676,-1,null,0
MGM,0,randomMaxDisCSP_1577272052827,random_Max-DisCSP.xml,20,2,1,3,1,0.4,1,0.410833333333336,0,687,2400,75080,222,0,null,0
DSA,0,randomMaxDisCSP_1577272058539,random_Max-DisCSP.xml,20,2,1,3,1,0.7,1,0.70500000000001,0,744,1194,25160,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272058539,random_Max-DisCSP.xml,20,2,1,3,1,0.7,1,0.70500000000001,0,264,9,4716,676,-1,null,1
MGM,0,randomMaxDisCSP_1577272058539,random_Max-DisCSP.xml,20,2,1,3,1,0.7,1,0.70500000000001,0,712,2400,75048,222,0,null,0
DSA,0,randomMaxDisCSP_1577272064483,random_Max-DisCSP.xml,20,2,1,3,1,0.9,1,0.878333333333347,0,715,1194,25176,228,0,null,1
MaxSum,0,randomMaxDisCSP_1577272064483,random_Max-DisCSP.xml,20,2,1,3,1,0.9,1,0.878333333333347,0,812,30,9399,676,-1,null,2
MGM,0,randomMaxDisCSP_1577272064483,random_Max-DisCSP.xml,20,2,1,3,1,0.9,1,0.878333333333347,0,713,2400,75064,222,0,null,1
DSA,0,randomMaxDisCSP_1577272071186,random_Max-DisCSP.xml,20,3,1,4,1,0.2,1,0.192500000000001,0,870,2388,50256,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272071186,random_Max-DisCSP.xml,20,3,1,4,1,0.2,1,0.192500000000001,0,370,18,9432,676,-1,null,1
MGM,0,randomMaxDisCSP_1577272071186,random_Max-DisCSP.xml,20,3,1,4,1,0.2,1,0.192500000000001,0,858,4800,150120,222,0,null,0
DSA,0,randomMaxDisCSP_1577272079641,random_Max-DisCSP.xml,20,3,1,4,1,0.3,1,0.312083333333337,0,862,2388,50304,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272079641,random_Max-DisCSP.xml,20,3,1,4,1,0.3,1,0.312083333333337,0,402,18,9432,676,-1,null,2
MGM,0,randomMaxDisCSP_1577272079641,random_Max-DisCSP.xml,20,3,1,4,1,0.3,1,0.312083333333337,0,863,4800,150120,222,0,null,0
DSA,0,randomMaxDisCSP_1577272088045,random_Max-DisCSP.xml,20,3,1,4,1,0.4,1,0.378333333333339,0,910,2388,50280,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272088045,random_Max-DisCSP.xml,20,3,1,4,1,0.4,1,0.378333333333339,0,411,18,9432,676,-1,null,0
MGM,0,randomMaxDisCSP_1577272088045,random_Max-DisCSP.xml,20,3,1,4,1,0.4,1,0.378333333333339,0,952,4800,150144,222,0,null,0
DSA,0,randomMaxDisCSP_1577272097169,random_Max-DisCSP.xml,20,3,1,4,1,0.7,1,0.69708333333332,0,924,2388,50304,228,0,null,1
MaxSum,0,randomMaxDisCSP_1577272097169,random_Max-DisCSP.xml,20,3,1,4,1,0.7,1,0.69708333333332,0,392,24,10770,676,-1,null,4
MGM,0,randomMaxDisCSP_1577272097169,random_Max-DisCSP.xml,20,3,1,4,1,0.7,1,0.69708333333332,0,905,4800,150120,222,0,null,1
DSA,0,randomMaxDisCSP_1577272106107,random_Max-DisCSP.xml,20,3,1,4,1,0.9,1,0.908749999999963,0,922,2388,50328,228,0,null,3
MaxSum,1,randomMaxDisCSP_1577272106107,random_Max-DisCSP.xml,20,3,1,4,1,0.9,1,0.908749999999963,9.22337203685478E+018,9.22337203685478E+018,2147483647,9.22337203685478E+018,9.22337203685478E+018,2147483647,NaN,NaN
MGM,0,randomMaxDisCSP_1577272106107,random_Max-DisCSP.xml,20,3,1,4,1,0.9,1,0.908749999999963,0,1119,4800,150120,222,0,null,2
DSA,0,randomMaxDisCSP_1577272333263,random_Max-DisCSP.xml,20,6,1,7,1,0.2,1,0.198452380952385,0,1913,8358,176088,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272333263,random_Max-DisCSP.xml,20,6,1,7,1,0.2,1,0.198452380952385,0,549,63,33034,677,-1,null,3
MGM,0,randomMaxDisCSP_1577272333263,random_Max-DisCSP.xml,20,6,1,7,1,0.2,1,0.198452380952385,0,2101,16800,525480,222,0,null,0
DSA,0,randomMaxDisCSP_1577272360678,random_Max-DisCSP.xml,20,6,1,7,1,0.3,1,0.296785714285727,0,2024,8358,176184,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272360678,random_Max-DisCSP.xml,20,6,1,7,1,0.3,1,0.296785714285727,0,452,63,33034,677,-1,null,7
MGM,0,randomMaxDisCSP_1577272360678,random_Max-DisCSP.xml,20,6,1,7,1,0.3,1,0.296785714285727,0,1862,16800,525528,222,0,null,0
DSA,0,randomMaxDisCSP_1577272386985,random_Max-DisCSP.xml,20,6,1,7,1,0.4,1,0.406190476190499,0,2141,8358,176088,228,0,null,1
MaxSum,0,randomMaxDisCSP_1577272386985,random_Max-DisCSP.xml,20,6,1,7,1,0.4,1,0.406190476190499,0,434,63,33034,677,-1,null,9
MGM,0,randomMaxDisCSP_1577272386985,random_Max-DisCSP.xml,20,6,1,7,1,0.4,1,0.406190476190499,0,1939,16800,525528,222,0,null,0
DSA,0,randomMaxDisCSP_1577272413979,random_Max-DisCSP.xml,20,6,1,7,1,0.7,1,0.69488095238091,0,1993,8358,176232,228,0,null,6
MaxSum,0,randomMaxDisCSP_1577272413979,random_Max-DisCSP.xml,20,6,1,7,1,0.7,1,0.69488095238091,0,513,68,34149,677,-1,null,16
MGM,0,randomMaxDisCSP_1577272413979,random_Max-DisCSP.xml,20,6,1,7,1,0.7,1,0.69488095238091,0,2113,16800,525624,222,0,null,5
DSA,0,randomMaxDisCSP_1577272441602,random_Max-DisCSP.xml,20,6,1,7,1,0.9,1,0.897023809523691,0,1883,8358,176424,228,0,null,8
MaxSum,1,randomMaxDisCSP_1577272441602,random_Max-DisCSP.xml,20,6,1,7,1,0.9,1,0.897023809523691,9.22337203685478E+018,9.22337203685478E+018,2147483647,9.22337203685478E+018,9.22337203685478E+018,2147483647,NaN,NaN
MGM,0,randomMaxDisCSP_1577272441602,random_Max-DisCSP.xml,20,6,1,7,1,0.9,1,0.897023809523691,0,1701,16800,525528,222,0,null,12
DSA,0,randomMaxDisCSP_1577272970916,random_Max-DisCSP.xml,20,9,1,10,1,0.2,1,0.195722222222231,0,2804,17910,377208,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577272970916,random_Max-DisCSP.xml,20,9,1,10,1,0.2,1,0.195722222222231,0,595,135,70810,677,-1,null,12
MGM,0,randomMaxDisCSP_1577272970916,random_Max-DisCSP.xml,20,9,1,10,1,0.2,1,0.195722222222231,0,2663,36000,1125864,222,0,null,0
DSA,0,randomMaxDisCSP_1577273022313,random_Max-DisCSP.xml,20,9,1,10,1,0.3,1,0.296666666666658,0,2706,17910,377424,228,0,null,0
MaxSum,0,randomMaxDisCSP_1577273022313,random_Max-DisCSP.xml,20,9,1,10,1,0.3,1,0.296666666666658,0,540,135,70810,677,-1,null,12
MGM,0,randomMaxDisCSP_1577273022313,random_Max-DisCSP.xml,20,9,1,10,1,0.3,1,0.296666666666658,0,2799,36000,1126008,222,0,null,1
DSA,0,randomMaxDisCSP_1577273073226,random_Max-DisCSP.xml,20,9,1,10,1,0.4,1,0.396666666666614,0,2819,17910,377784,228,0,null,2
MaxSum,0,randomMaxDisCSP_1577273073226,random_Max-DisCSP.xml,20,9,1,10,1,0.4,1,0.396666666666614,0,673,135,70810,677,-1,null,13
MGM,0,randomMaxDisCSP_1577273073226,random_Max-DisCSP.xml,20,9,1,10,1,0.4,1,0.396666666666614,0,2789,36000,1126368,222,0,null,1
DSA,0,randomMaxDisCSP_1577273124911,random_Max-DisCSP.xml,20,9,1,10,1,0.7,1,0.702833333333347,0,3144,17910,378000,228,0,null,12
MaxSum,0,randomMaxDisCSP_1577273124911,random_Max-DisCSP.xml,20,9,1,10,1,0.7,1,0.702833333333347,0,816,185,81960,677,-1,null,31
MGM,0,randomMaxDisCSP_1577273124911,random_Max-DisCSP.xml,20,9,1,10,1,0.7,1,0.702833333333347,0,3237,36000,1126152,222,0,null,14
DSA,0,randomMaxDisCSP_1577273181747,random_Max-DisCSP.xml,20,9,1,10,1,0.9,1,0.900888888889013,0,3344,17910,377784,228,0,null,24
MaxSum,1,randomMaxDisCSP_1577273181747,random_Max-DisCSP.xml,20,9,1,10,1,0.9,1,0.900888888889013,9.22337203685478E+018,9.22337203685478E+018,2147483647,9.22337203685478E+018,9.22337203685478E+018,2147483647,NaN,NaN
MGM,0,randomMaxDisCSP_1577273181747,random_Max-DisCSP.xml,20,9,1,10,1,0.9,1,0.900888888889013,0,2713,36000,1126152,222,0,null,25
